"date","location","mintemp","maxtemp","rainfall","evaporation","sunshine","windgustdir","windgustspeed","winddir9am","winddir3pm","windspeed9am","windspeed3pm","humidity9am","humidity3pm","pressure9am","pressure3pm","cloud9am","cloud3pm","temp9am","temp3pm","raintoday","risk_mm","raintomorrow"
2021-04-23,"Hobart",10.4,14.7,0,4,NA,"W",61,"NNW","NE",20,13,55,59,1007.6,1008.9,6,7,12.5,13.4,"No",0.4,"No"
2021-04-24,"Hobart",10.4,17.5,0.4,4,NA,"WNW",54,"N","W",19,24,75,47,1012.6,1013.8,3,6,12.3,16.4,"No",0,"No"
2021-04-25,"Hobart",9,16,0,2.2,NA,"NNW",50,"NW","NNW",20,28,73,55,1019.4,1016.6,5,7,11.7,15.4,"No",0,"No"
2021-04-26,"Hobart",11.5,20,0,3.6,NA,"NW",54,"NE","NW",11,28,51,52,1019.4,1019.1,6,3,15.8,17.3,"No",0,"No"
2021-04-27,"Hobart",6.9,18.6,0,3.2,NA,"NNW",26,"N","NE",2,7,73,54,1026.1,1023.9,1,1,11.6,17.4,"No",0,"No"
2021-04-28,"Hobart",7.8,18.7,0,2.2,NA,NA,NA,"NW","N",17,7,80,50,1023.3,1019.8,6,7,10.3,18.3,"No",NA,NA
2021-04-29,"Hobart",10.3,20.8,NA,2.6,NA,"NW",43,"WSW","NW",7,19,73,50,1020.4,1019.8,7,5,14,20.2,NA,0,"No"
2021-04-30,"Hobart",11.3,20.3,0,1,NA,"N",37,"NNW","NNW",19,15,87,49,1026.1,1023.5,8,1,12.2,20,"No",0,"No"
2021-05-01,"Hobart",8.8,23.2,0,1.2,NA,NA,NA,"NW","NNW",15,9,70,36,1026.3,1024,6,6,12.8,22.5,"No",NA,NA
2021-05-02,"Hobart",NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA
2021-05-03,"Hobart",NA,NA,NA,2.2,NA,NA,NA,NA,"S",NA,19,NA,84,1014.7,1017.8,7,7,NA,10.6,NA,NA,NA
2021-05-04,"Hobart",4.3,14.9,NA,3,NA,"NNW",31,"NNW","NNW",13,20,82,53,1022.7,1021.4,1,3,7.3,13.2,NA,0,"No"
2021-05-05,"Hobart",6.8,17.8,0,0.6,NA,"NNW",30,"NW","SE",15,11,78,62,1025.7,1025.3,1,7,10.8,15.9,"No",0,"No"
2021-05-06,"Hobart",10.8,18.5,0,1,NA,"NNE",33,"N","NNE",13,17,69,51,1027.5,1022.4,7,1,13,18.1,"No",0,"No"
2021-05-07,"Hobart",11.2,21.1,0,1.4,NA,"N",37,"N","NNW",20,22,72,58,1013.9,1009,7,7,15.5,20.5,"No",0.2,"No"
2021-05-08,"Hobart",12.3,19.2,0.2,1.8,NA,"WNW",52,"NNW","SSW",20,22,66,57,1005.2,1005.9,5,6,15.9,16.7,"No",0,"No"
2021-05-09,"Hobart",7.6,17.3,0,3.2,NA,"NW",67,"NNW","NW",20,30,59,47,1011.3,1006.2,1,7,10.8,16.9,"No",0,"No"
2021-05-10,"Hobart",10.8,17.5,0,4,NA,"NNW",46,"NW","S",19,15,58,90,1001.6,1007.2,7,8,15.9,9.5,"No",3.2,"Yes"
2021-05-11,"Hobart",6.2,11.3,3.2,1.8,NA,"SSW",41,"SSW","SSE",19,13,60,46,1025.6,1027.5,7,2,8,10.4,"Yes",0.2,"No"
2021-05-12,"Hobart",6.8,14.7,0.2,1.2,NA,"N",31,"N","NNW",19,15,65,61,1029.3,1023.4,6,7,8.9,14,"No",0,"No"
2021-05-13,"Hobart",8.8,16.3,0,1.4,NA,"SW",52,"NW","N",15,19,72,60,1004.3,1001.8,7,8,12,12,"No",0,"No"
2021-05-14,"Hobart",6.1,11.2,0,1.6,NA,"N",43,"NNW","SW",24,15,66,56,1001.5,1004.6,2,6,8.6,10.2,"No",0.2,"No"
2021-05-15,"Hobart",2.7,12.2,0.2,1.2,NA,"NNW",50,"WSW","WNW",13,15,65,46,1013,1013.4,3,5,7.9,11.7,"No",0,"No"
2021-05-16,"Hobart",7.7,15.8,0,2.2,NA,"W",72,"N","NW",19,22,73,56,1008.9,1004.9,5,6,10.2,12.7,"No",4,"Yes"
2021-05-17,"Hobart",6,14.3,4,2.6,NA,"NW",39,"S","SW",7,9,62,49,1016.5,1018.3,5,5,8.8,11.6,"Yes",0,"No"
2021-05-18,"Hobart",6.7,18,0,2,NA,"NNW",65,"S","NNW",7,24,65,50,1020.6,1018.2,1,1,12.4,16.9,"No",0,"No"
2021-05-19,"Hobart",11.3,15.9,0,2.8,NA,"NNW",52,"NNW","NW",31,19,55,58,1019,1017.3,7,7,14.1,15.4,"No",0,"No"
2021-05-20,"Hobart",13.4,14.9,0,2.2,NA,"NNW",76,"WNW","NNW",39,19,40,40,1014.8,1019.9,NA,4,13.5,13.9,"No",0,"No"
2021-05-21,"Hobart",8.2,15.7,0,3.6,NA,"NW",61,"NW","NNW",35,19,57,43,1026.7,1024.3,6,6,11.1,15.5,"No",0,"No"
2021-05-22,"Hobart",6.3,20.8,0,2.6,NA,"NNW",41,"NNE","NW",7,19,78,37,1022.4,1017.5,1,1,8,20.4,"No",0,"No"
2021-05-23,"Hobart",8,17.5,0,1.8,NA,"NNW",24,"NW","ESE",9,7,81,57,1028,1026.7,3,5,12,16,"No",0,"No"
2021-05-24,"Hobart",6.8,13.9,0,0.4,NA,"NNW",41,"NNW","NNW",24,19,79,65,1027.9,1024.2,7,8,7.9,13.1,"No",0,"No"
2021-05-25,"Hobart",7.9,18.1,0,1.2,NA,"NW",59,"NNW","N",19,22,73,51,1014.4,1006.5,7,7,11.5,17.6,"No",0.4,"No"
2021-05-26,"Hobart",9.7,14.3,0.4,1.4,NA,"SW",67,"N","W",24,19,71,40,999.8,1005.8,7,3,11.1,12.8,"No",0.8,"No"
2021-05-27,"Hobart",8,11.9,0.8,1.8,NA,"W",56,"NNE","SW",13,24,51,64,1014.2,1014.8,2,7,9.8,9,"No",3.6,"Yes"
2021-05-28,"Hobart",4.8,10.6,3.6,2,NA,"SW",54,"SSW","WSW",19,13,66,52,1028,1030.6,5,3,7.7,9.9,"Yes",0,"No"
2021-05-29,"Hobart",4.1,11.4,0,0.8,NA,"SW",35,"NW","SSW",11,15,74,53,1034.2,1032.8,7,7,4.9,9.9,"No",0,"No"
2021-05-30,"Hobart",4.6,12.7,0,1.2,NA,"NNW",26,"NW","WNW",15,13,70,58,1030.2,1027.2,7,7,8.2,12.3,"No",0,"No"
2021-05-31,"Hobart",2.4,13.5,0,1,NA,"NW",33,"NW","NNW",17,9,96,52,1022.9,1017.9,3,7,3.3,12.3,"No",0,"No"
2021-06-01,"Hobart",3.3,15.1,0,1.8,NA,"NW",56,"N","N",26,20,60,59,1015.1,1014.2,7,5,11.2,14.6,"No",0,"No"
2021-06-02,"Hobart",9.8,16.6,0,1.6,NA,"NNW",48,"NNW","WNW",24,9,62,44,1015.3,1012.7,7,7,10.4,15.1,"No",0,"No"
2021-06-03,"Hobart",8.8,15.1,0,1.8,NA,"NNW",41,"NNW","WNW",20,19,71,61,1010.8,1007,7,7,10.3,14.9,"No",0.4,"No"
2021-06-04,"Hobart",6.7,10.7,0.4,1.8,NA,"WSW",52,"W","W",19,19,59,48,1009.2,1011.2,1,1,8.6,8.2,"No",0.6,"No"
2021-06-05,"Hobart",5,16.2,0.6,2,NA,"NNW",67,"N","NW",33,37,58,51,1008.2,999.2,7,7,9.4,16.1,"No",2.8,"Yes"
2021-06-06,"Hobart",6.1,12.1,2.8,0.8,NA,"NNW",28,"ENE","NW",7,9,79,62,1017.1,1013.6,7,7,6.9,11.3,"Yes",0.6,"No"
2021-06-07,"Hobart",6.5,18.1,0.6,0.8,NA,"NNW",85,"NNW","NNW",9,46,69,40,1006.3,1000,7,7,12,17.4,"No",0,"No"
2021-06-08,"Hobart",8.2,16.1,0,2.8,NA,"NNW",41,"E","SSW",6,9,85,64,1001.5,1003.8,7,7,9.6,13,"No",2.8,"Yes"
2021-06-09,"Hobart",9.6,10.5,2.8,0.8,NA,"SSW",57,"SSW","S",31,33,93,92,1017.5,1020.1,8,8,9.9,8.9,"Yes",4,"Yes"
2021-06-10,"Hobart",7.9,13,4,0.6,NA,"S",54,"S","S",33,26,85,95,1024.9,1021.8,8,8,10.1,11,"Yes",11.8,"Yes"
2021-06-11,"Hobart",10.1,13.5,11.8,0.6,NA,"S",39,"SE","SSW",19,15,99,97,1020.6,1016.7,8,8,12.9,13.1,"Yes",7.6,"Yes"
2021-06-12,"Hobart",12.6,14.2,7.6,0.4,NA,"SSW",41,"SSW","SSW",22,19,99,97,1008.8,1007.7,8,7,13,13.7,"Yes",3.4,"Yes"
2021-06-13,"Hobart",11.6,15.3,3.4,0.2,NA,"SSE",26,"SW","SE",7,7,86,88,1014.3,1014.8,8,7,12.4,12.3,"Yes",0.2,"No"
2021-06-14,"Hobart",10.7,13.7,0.2,0.8,NA,"N",15,"NNE","NE",6,9,99,73,1017.4,1016,8,7,10.9,12.8,"No",0.2,"No"
2021-06-15,"Hobart",10,12.8,0.2,0,NA,"NE",11,NA,"SE",0,6,97,85,1018.6,1016.8,7,7,10.8,12.3,"No",0,"No"
2021-06-16,"Hobart",6.5,12.6,0,0.6,NA,"NNW",17,"N","ESE",7,6,99,85,1016.8,1013.2,7,7,7.3,11,"No",1.8,"Yes"
2021-06-17,"Hobart",7.3,12.2,1.8,0.2,NA,"SW",37,"S","SW",11,22,93,93,1009.4,1007.9,8,8,10.9,11.1,"Yes",22,"Yes"
2021-06-18,"Hobart",10.7,13.9,22,1,NA,"S",30,"SSW","SSE",15,19,94,75,1015,1016.8,5,3,11.4,12.5,"Yes",0.6,"No"
2021-06-19,"Hobart",7.1,14.1,0.6,1.2,NA,"S",30,"N","ESE",7,11,92,78,1025.6,1025.9,3,6,8.6,11.4,"No",0,"No"
2021-06-20,"Hobart",7.3,10.1,0,0.4,NA,"NNW",24,"NNW","NNW",13,15,78,70,1029.1,1027.3,7,1,8,9.7,"No",0.2,"No"
2021-06-21,"Hobart",2.3,12.6,0.2,0.6,NA,"NNW",30,"NW","NNW",20,13,93,61,1029.4,1027.2,1,1,4.2,11.4,"No",0,"No"
2021-06-22,"Hobart",2.7,8.7,0,0.6,NA,"NNW",31,"NNW","NNW",19,13,94,75,1030.2,1027.5,7,7,3.7,8.2,"No",0,"No"
2021-06-23,"Hobart",3.3,9.2,0,0.4,NA,"NW",39,"NNW","NNW",24,17,82,74,1019.8,1012.7,7,7,6.2,8.9,"No",0,"No"
2021-06-24,"Hobart",5.8,15.6,0,0.6,NA,"NNW",30,"NNW","NW",19,13,83,57,1005.8,1004.4,1,7,7.9,14.1,"No",0,"No"
2021-06-25,"Hobart",5.6,14.1,0,0.6,NA,"NNW",28,"NNW","NW",11,6,87,68,1011.7,1010.4,7,1,7.2,12.3,"No",0,"No"
2021-06-26,"Hobart",4.8,11.9,0,0,NA,"NNW",50,NA,"N",0,28,88,54,1012.7,1009.2,1,1,6.1,11.7,"No",0.8,"No"
2021-06-27,"Hobart",6.1,13.4,0.8,0.8,NA,"SW",39,"NNW","NNW",19,20,64,60,1018.1,1021.1,3,7,10,12.2,"No",0,"No"
2021-06-28,"Hobart",3.9,13.6,0,2.4,NA,"NW",20,"NNW","NNW",13,7,85,59,1031,1030.1,1,1,6.5,12.9,"No",0,"No"
2021-06-29,"Hobart",2.3,11.5,0,0.8,NA,"NW",31,"WNW","N",7,7,95,63,1033.2,1030.6,1,1,4.2,11.3,"No",0,"No"
2021-06-30,"Hobart",2.8,14.1,0,0.8,NA,"NNW",44,"NNW","NNW",24,13,82,55,1026,1022,3,5,5.2,14.1,"No",0,"No"
2021-07-01,"Hobart",5,17,0,0.4,NA,"NNW",26,"NNE","NNW",11,2,79,57,1018.5,1016.5,2,6,7.6,15,"No",0.2,"No"
2021-07-02,"Hobart",7.6,14.1,0.2,0.8,NA,"N",31,"NNW","N",11,13,77,67,1012.1,1007.7,7,7,11.1,13.9,"No",0.4,"No"
2021-07-03,"Hobart",7.9,14.8,0.4,1,NA,"N",31,"WNW","NE",2,15,84,59,1011.8,1012.1,4,2,9.6,13.1,"No",0,"No"
2021-07-04,"Hobart",5.5,9.8,0,1,NA,"NNW",57,"NW","NNW",4,31,80,67,1009.4,1005.7,7,7,6.2,9.3,"No",2.2,"Yes"
2021-07-05,"Hobart",5.8,12.6,2.2,1.4,NA,"WNW",54,"N","N",7,17,81,52,1016,1014.1,3,2,7.5,11.8,"Yes",2.6,"Yes"
2021-07-06,"Hobart",7,9.3,2.6,1.6,NA,"NNW",43,"S","WSW",26,19,91,69,1018,1019.2,8,6,7.1,8.6,"Yes",0.2,"No"
2021-07-07,"Hobart",0.2,10.5,0.2,NA,NA,"NNW",22,"NW","ESE",7,9,81,59,1025.6,1024.4,1,7,2.3,8.2,"No",0,"No"
2021-07-08,"Hobart",2.3,10.5,0,1.4,NA,"NNW",33,"NNW","NW",17,9,80,48,1025.2,1022.8,7,7,4.3,10.5,"No",0,"No"
2021-07-09,"Hobart",0.5,9.7,0,0.6,NA,"NNW",28,"NNW","NNE",13,6,82,54,1020.9,1018.4,5,1,2,9.6,"No",0,"No"
2021-07-10,"Hobart",1.5,12.7,0,0.6,NA,"NNW",26,"NNW","NNW",20,7,83,56,1024.4,1024.6,1,1,3,12.1,"No",0,"No"
2021-07-11,"Hobart",2.3,12.1,0,1,NA,"NNW",37,"NNW","NNW",20,15,86,54,1027.1,1023.3,1,3,3.5,11.7,"No",0.2,"No"
2021-07-12,"Hobart",3.5,11.3,0.2,0.4,NA,"NNW",37,"NNW","NNW",22,19,85,71,1017.4,1011.8,7,7,5.1,9.7,"No",0,"No"
2021-07-13,"Hobart",4.1,14.6,0,0.4,NA,"NNW",35,"N","NNW",17,13,67,60,1007.4,1005.5,1,6,10.1,14,"No",0,"No"
2021-07-14,"Hobart",7.8,11.1,0,1.2,NA,"NNW",17,"NNW","SSE",2,6,90,86,1005.5,1001.6,7,7,8.8,10.7,"No",0.6,"No"
2021-07-15,"Hobart",5.9,10.8,0.6,0.4,NA,"NW",30,"NW","NW",11,13,97,88,996.6,992,7,7,7.2,10.7,"No",0.8,"No"
2021-07-16,"Hobart",5,11.9,0.8,0.4,NA,"NNW",30,"N","NNW",13,11,98,76,986.7,982.8,7,7,5.1,11.1,"No",0.2,"No"
2021-07-17,"Hobart",4.2,14.1,0.2,0.2,NA,"NW",35,"NNW","NNW",15,9,96,63,987.6,990.7,7,6,5.6,13.3,"No",0.2,"No"
2021-07-18,"Hobart",5.5,14.9,0.2,1,NA,"NW",50,"W","NNW",9,22,64,65,1005.3,1006.2,1,7,10,11.5,"No",0,"No"
2021-07-19,"Hobart",9,13,0,1,NA,"NNW",43,"N","NW",19,15,76,57,1008.4,1004.3,7,7,9.3,12.9,"No",0,"No"
2021-07-20,"Hobart",8.3,9.3,0,1.2,NA,"SW",48,"ENE","WNW",7,13,77,59,996.5,1002,7,7,9,8.4,"No",0.2,"No"
2021-07-21,"Hobart",5,15.1,0.2,1,NA,"WNW",57,"N","NW",7,19,73,54,1011.6,1009.9,2,2,7.8,13.9,"No",0,"No"
2021-07-22,"Hobart",7.7,14.8,0,1.4,NA,"NW",57,"NNW","NNW",22,17,68,49,1009.5,1005.8,3,6,10.4,13.9,"No",0,"No"
2021-07-23,"Hobart",8,15,0,1.8,NA,"NW",57,"N","N",17,19,64,51,1003.6,1000.5,6,5,9.2,13.3,"No",0,"No"
2021-07-24,"Hobart",4.2,13.3,0,2,NA,"WNW",54,"NNW","NNW",26,20,76,66,990,983,6,7,5.9,12.2,"No",1.4,"Yes"
2021-07-25,"Hobart",4.8,8.7,1.4,1.2,NA,"NW",69,"WNW","W",35,17,64,81,987.5,992.3,6,7,6.5,4.9,"Yes",2.8,"Yes"
2021-07-26,"Hobart",4.1,13.9,2.8,1.6,NA,"W",52,"N","NNW",19,20,65,66,1000,997.2,1,7,8.6,12.9,"Yes",0.8,"No"
2021-07-27,"Hobart",8.1,16.6,0.8,2.2,NA,"NNW",69,"NNE","NNW",6,50,82,42,1003.8,998.9,7,7,11.2,15.9,"No",0.8,"No"
2021-07-28,"Hobart",11.2,13.6,0.8,2.8,NA,"NW",74,"NNW","NNW",26,35,80,49,985,986.6,2,1,11.5,13.1,"No",0.2,"No"
2021-07-29,"Hobart",5.6,13.3,0.2,1.6,NA,"NW",50,"NNE","WNW",13,19,72,52,1000.4,1003.3,5,3,7.4,13,"No",0,"No"
2021-07-30,"Hobart",6.7,16.4,0,1.8,NA,"N",57,"NNW","N",26,31,70,46,1009.1,1005.6,7,7,8.5,15.2,"No",0.4,"No"
2021-07-31,"Hobart",8.5,17.7,0.4,2.8,NA,"NNW",56,"NNW","NNW",17,24,77,51,1000.7,995.9,7,6,11.3,16.4,"No",0.4,"No"
2021-08-01,"Hobart",7.5,11.3,0.4,3,NA,"NNW",54,"N","N",24,24,70,63,1001.1,1003.6,7,6,7.7,10.4,"No",1.2,"Yes"
2021-08-02,"Hobart",2.8,14.6,1.2,1.2,NA,"NW",43,"NNW","NNE",22,13,78,50,1013.2,1009.6,7,7,4.5,13.8,"Yes",0,"No"
2021-08-03,"Hobart",4.5,14.7,0,1.2,NA,"N",39,"N","SE",11,9,80,66,1005.7,1002.6,7,7,6.8,11.4,"No",0,"No"
2021-08-04,"Hobart",6.3,13.5,0,0.8,NA,"WSW",54,"NNW","NNW",7,19,76,58,1006.7,1004.4,7,7,7.7,12,"No",0,"No"
2021-08-05,"Hobart",7.7,13.7,0,1.4,NA,"NNW",59,"NNW","ENE",19,6,74,65,1010.8,1009,7,7,9.9,12.8,"No",0.2,"No"
2021-08-06,"Hobart",9.9,16.6,0.2,2.2,NA,"W",78,"SW","NNW",17,9,52,48,1009.9,1011.1,3,7,13,15.2,"No",0,"No"
2021-08-07,"Hobart",8.9,12.5,0,2.2,NA,"WSW",65,"WSW","SSW",30,20,54,54,1014.1,1022.3,7,3,12.5,9.8,"No",1.8,"Yes"
2021-08-08,"Hobart",1.7,12.9,1.8,2.2,NA,"NNW",35,"NNW","NNE",20,15,79,47,1031.9,1027.6,7,1,3.4,12,"Yes",0,"No"
2021-08-09,"Hobart",3.3,14.9,0,1,NA,"N",35,"NNW","N",20,13,73,51,1025,1020.9,4,7,8,14.3,"No",0,"No"
2021-08-10,"Hobart",6.1,19.7,0,1.6,NA,"NW",69,"WNW","N",13,33,63,37,1015.6,1010.4,6,5,11.1,18.5,"No",1.2,"Yes"
2021-08-11,"Hobart",10.8,16.3,1.2,3.2,NA,"NNW",87,"NW","NNW",35,52,57,53,1003.1,997.3,7,8,14.1,14.5,"Yes",8.4,"Yes"
2021-08-12,"Hobart",7.3,13.8,8.4,3,NA,"W",96,"NE","NW",17,30,52,47,1011.2,1015.1,1,1,10.4,13.1,"Yes",0,"No"
2021-08-13,"Hobart",9.8,16.2,0,4,NA,"NW",74,"WNW","WSW",30,30,61,58,1010.4,1011.4,5,7,11.7,13,"No",0,"No"
2021-08-14,"Hobart",6.1,16,0,1.8,NA,"NNW",50,"NNW","NW",20,15,63,47,1019.4,1016.3,1,6,10.8,15.3,"No",0,"No"
2021-08-15,"Hobart",10.8,16.7,0,4,NA,"NNW",102,"NW","W",63,20,48,72,1001.3,1000.2,3,8,14.3,9.6,"No",27.6,"Yes"
2021-08-16,"Hobart",3.9,10,27.6,3.2,NA,"WSW",78,"NNW","W",15,33,84,57,1005.3,1009.3,7,4,5.6,8.6,"Yes",3,"Yes"
2021-08-17,"Hobart",5.4,13.3,3,1.6,NA,"W",61,"WSW","SW",24,15,57,45,1017.9,1018.9,7,1,8.7,12.4,"Yes",0,"No"
2021-08-18,"Hobart",5.7,13.9,0,2.2,NA,"NW",59,"N","NNW",20,31,64,53,1018.8,1014.5,7,7,10.5,13.4,"No",0,"No"
2021-08-19,"Hobart",6.5,14.9,0,2.2,NA,"NW",26,"NE","ESE",9,13,74,58,1019.4,1018.4,5,5,10.1,13.6,"No",0.2,"No"
2021-08-20,"Hobart",5.8,16.1,0.2,1.8,NA,"N",59,"NNW","N",22,22,76,54,1013.2,1005.2,7,7,8.8,15.4,"No",0,"No"
2021-08-21,"Hobart",7.2,16.8,0,2.4,NA,"NW",63,"NW","NW",37,20,63,50,1003.9,1003.7,5,7,11.6,15.7,"No",0,"No"
2021-08-22,"Hobart",9.7,18.3,0,2.8,NA,"NNW",65,"N","NW",26,24,54,45,1006.9,1001.4,5,3,13.7,18.1,"No",2.4,"Yes"
2021-08-23,"Hobart",9.3,13.1,2.4,4,NA,"NNW",61,"SW","SW",26,37,68,59,1003,1008.6,7,7,10.1,9.8,"Yes",2.2,"Yes"
2021-08-24,"Hobart",1,14,2.2,2,NA,"NNW",35,"NNW","ENE",17,9,73,53,1020.3,1019.1,1,5,5.7,13,"Yes",0.2,"No"
2021-08-25,"Hobart",5.6,11.1,0.2,1.6,NA,"SSW",39,"SSW","SSW",15,19,60,59,1027.3,1025.1,7,7,8.3,9.8,"No",0.4,"No"
2021-08-26,"Hobart",6.4,10.1,0.4,1,NA,"SSW",37,"SSW","SSW",20,17,64,82,1025,1024.2,7,8,8.8,9.5,"No",1.2,"Yes"
2021-08-27,"Hobart",7.1,10.1,1.2,1,NA,"SE",24,"WSW","ESE",11,7,78,66,1023.8,1021.4,8,8,8.1,9.8,"Yes",0,"No"
2021-08-28,"Hobart",4.7,11.7,0,0.8,NA,"NNW",24,"NNW","ESE",11,19,90,75,1020.4,1016.4,7,7,6.9,10.3,"No",0,"No"
2021-08-29,"Hobart",4.9,12.7,0,1,NA,"NNW",31,"NNW","N",15,11,81,66,1012.3,1009.4,7,7,6.7,12.1,"No",0,"No"
2021-08-30,"Hobart",5.9,17.5,0,0.4,NA,"N",43,"NNW","NW",24,19,88,50,1011.2,1007.6,7,5,7.4,16.1,"No",0.2,"No"
2021-08-31,"Hobart",7.4,18.5,0.2,3,NA,"NW",94,"N","NNW",22,46,52,44,1005,1000.5,7,6,15.9,18.4,"No",2.8,"Yes"
2021-09-01,"Hobart",9.2,18.4,2.8,2.8,NA,"WNW",69,"NNW","NNW",15,24,54,37,1021.8,1018.9,1,4,12,18.3,"Yes",0,"No"
2021-09-02,"Hobart",9.9,26,0,5,NA,"NNW",80,"NNW","NNW",6,39,53,20,1015.9,1010.7,5,0,16.9,25.6,"No",0,"No"
2021-09-03,"Hobart",15.3,15.4,0,5.6,NA,"NNW",41,"NNW","NW",17,7,64,88,1011.7,1011.1,8,8,15.3,12.5,"No",6,"Yes"
2021-09-04,"Hobart",5.1,14,6,1.4,NA,"SE",35,"ESE","SE",4,19,70,81,1019.7,1020.2,1,6,9.9,10,"Yes",3.8,"Yes"
2021-09-05,"Hobart",5.3,13.6,3.8,2.6,NA,"SSW",56,"NNW","E",11,9,78,49,1019.1,1013.9,2,6,9.3,13,"Yes",0.4,"No"
2021-09-06,"Hobart",7.6,16,0.4,1.6,NA,"NW",67,"NNW","NW",19,33,50,38,1023.6,1020,1,4,11,14.6,"No",0,"No"
2021-09-07,"Hobart",9.4,13.7,0,4.8,NA,"SW",109,"SW","W",33,20,52,45,1018.3,1021.8,5,5,10.8,12.4,"No",0,"No"
2021-09-08,"Hobart",7.8,18.9,0,3.6,NA,"WNW",69,"N","WNW",22,35,56,45,1018.5,1014.4,2,7,13.1,17,"No",0,"No"
2021-09-09,"Hobart",11.9,17.8,0,7.2,NA,"W",91,"NW","NW",50,15,47,80,1001.9,1002.6,7,8,17.7,10.6,"No",21.6,"Yes"
2021-09-10,"Hobart",5.7,15.5,21.6,3,NA,"WSW",81,"NNW","NW",17,19,50,52,1015.3,1014.2,3,7,11.6,12.6,"Yes",0,"No"
2021-09-11,"Hobart",6.9,19.4,0,2.8,NA,"NW",54,"N","W",17,17,62,45,997,991.4,1,7,11.3,18.3,"No",6.2,"Yes"
2021-09-12,"Hobart",6.1,13.9,6.2,3.6,NA,"SW",54,"NNW","WSW",26,6,65,54,997.3,1000.9,2,6,9.3,9.9,"Yes",4.2,"Yes"
2021-09-13,"Hobart",5.5,11,4.2,1.6,NA,"SSW",43,"SSW","SE",24,22,69,64,1020.3,1023.3,7,6,8,9.2,"Yes",0.2,"No"
2021-09-14,"Hobart",2.1,15.1,0.2,1.2,NA,"NNW",24,"NNW","SE",17,13,70,59,1028.5,1026.1,1,6,7.8,11.9,"No",0,"No"
2021-09-15,"Hobart",6.4,12.6,0,2.4,NA,"NW",22,"NNE","SE",4,13,74,52,1028.1,1026,7,7,9.9,11.8,"No",0,"No"
2021-09-16,"Hobart",3.1,13.7,0,1.8,NA,"SE",30,"NNW","SE",11,17,66,55,1026.2,1022.8,1,2,9.4,12.5,"No",0,"No"
2021-09-17,"Hobart",5,15.2,0,1.6,NA,"N",39,"NNW","N",17,17,73,48,1017.2,1010.4,1,7,10,14,"No",3.2,"Yes"
2021-09-18,"Hobart",7.5,15.3,3.2,2.4,NA,"NW",67,"NNW","NW",33,31,63,51,998.6,1000.2,4,6,12.4,12.4,"Yes",1.2,"Yes"
2021-09-19,"Hobart",5.8,17.9,1.2,4.2,NA,"NNW",80,"NW","NW",46,30,55,49,998.1,997.3,6,4,14,16,"Yes",3.4,"Yes"
2021-09-20,"Hobart",5.8,13.2,3.4,3.8,NA,"NW",61,"NW","NW",30,26,76,50,997.6,999.1,6,7,7.5,12.1,"Yes",0.6,"No"
2021-09-21,"Hobart",5.6,17.2,0.6,3,NA,"NNW",52,"NW","NNW",15,28,53,53,1017.1,1015.1,6,7,9.4,12.5,"No",0,"No"
2021-09-22,"Hobart",9.1,22.2,0,4,NA,"NNW",61,"NNW","NW",26,28,47,38,1015.4,1011.8,6,1,17.2,21.4,"No",0,"No"
2021-09-23,"Hobart",11.8,17.7,0,7,NA,"WNW",94,"WNW","W",44,39,50,38,1001.3,1002.4,5,2,16.1,14.2,"No",0,"No"
2021-09-24,"Hobart",7.3,13.7,0,7,NA,"WNW",76,"NW","NW",30,20,57,81,994.5,992.4,2,8,11.4,6.8,"No",16.4,"Yes"
2021-09-25,"Hobart",2.4,11.1,16.4,3.4,NA,"W",63,"NW","SW",9,20,57,55,1012.7,1016.7,2,3,8.5,9.7,"Yes",0.6,"No"
2021-09-26,"Hobart",1.8,13.7,0.6,1.6,NA,"NE",35,"NNW","ESE",13,11,59,52,1027.3,1025,1,6,9.5,12.3,"No",0,"No"
2021-09-27,"Hobart",3.4,16.9,0,3.2,NA,"NNW",41,"NNW","ESE",28,19,63,50,1021.4,1017.1,1,4,9.1,13.4,"No",0,"No"
2021-09-28,"Hobart",6.4,15.6,0,3.2,NA,"WNW",28,"NNW","ENE",11,6,63,49,1018,1015.9,7,7,12.1,14.8,"No",1,"No"
2021-09-29,"Hobart",8.8,NA,1,2.4,NA,NA,NA,"SSE","SE",9,22,67,64,1023,1021.9,7,6,10.2,11.8,"No",NA,NA
2021-09-30,"Hobart",8.4,12.7,NA,3.2,NA,"SSW",30,"SE","ESE",9,15,74,72,1022.4,1019.2,7,7,10.8,12.1,NA,7,"Yes"
2021-10-01,"Hobart",10.1,15.5,7,1,NA,"SSW",33,"SSW","ESE",15,9,97,91,1013.6,1009.7,8,6,12.7,14.8,"Yes",3.4,"Yes"
2021-10-02,"Hobart",12.7,15.2,3.4,1,NA,"SSW",46,"SSE","S",15,20,95,84,1008.9,1006,8,8,13.4,14.5,"Yes",7.4,"Yes"
2021-10-03,"Hobart",11.4,17.8,7.4,0.6,NA,"SSE",43,"S","SSE",28,20,96,80,1001.9,997,8,5,12,14.2,"Yes",2.2,"Yes"
2021-10-04,"Hobart",10.9,17.6,2.2,1.6,NA,"ESE",26,"ENE","E",6,9,88,91,992.8,990.3,7,7,13.2,14.6,"Yes",2.6,"Yes"
